session,time,GPS Longitude,GPS Latitude,GPS Speed,GPS Bearing,Ambient air temperature,Catalyst Temp - Bank 1  Sensor 1,Command equivalence ratio,Coolant,Engine Load,Absolute load value,RPM,LTFT - Bank1,Bank 1  Sensor 2:Oxygen sensor & Short Term Fuel Trim,STFT - Bank1,Intake air temperature,Intake pressure(MAP),MAF(air flow),O2 S1 Equiv. Ratio and/or Voltage,O2 S1 Equiv. Ratio and/or Current,O2S1 Equiv Ratio,Relative accelerator pedal position,Relative throttle position,Timing advance,Boost,Volumetric Efficiency (calculated),Air Fuel Ratio (alt)
1392401367846,1392401438084,-122.70793035,45.5839809,29.699999,229.1,12.0,400.7,0.98776245,44.0,67.05882,77.64706,1996.75,-0.78125,0.0,-6.25,13.0,73.0,32.64,0.98703,1.0003662,2.1279297,9.803922,17.647058,26.0,-3.9160185,80.0,14.520107
1392401367846,1392401439085,-122.70795696,45.58390877,30.599998,199.3,12.0,400.7,0.9812622,44.0,52.156864,79.60784,2443.25,-0.78125,0.0,-4.6875,13.0,89.0,45.36,0.9730835,0.9993286,2.050293,9.803922,16.862745,28.5,-1.5954151,84.0,14.424554
1392401367846,1392401440085,-122.70797789,45.58383286,30.599998,193.0,12.0,408.1,0.98205566,44.0,50.588238,75.68627,2773.75,0.0,0.0,-6.25,13.0,90.0,50.83,0.9703369,0.980896,2.0351563,9.411765,16.078432,32.5,-1.4503775,84.0,14.436219
1392401367846,1392401441085,-122.70796528,45.58371588,41.399998,179.6,12.0,408.1,0.98446655,44.0,49.80392,74.5098,3064.75,0.0,0.0,-7.8125,13.0,89.0,55.2,0.99227905,0.9808655,2.1571045,2.745098,10.196078,36.5,-1.5954151,84.0,14.471658
1392401367846,1392401442084,-122.70796405,45.58359817,47.699997,180.3,12.0,416.0,0.9840393,45.0,16.078432,14.90196,2653.75,-0.78125,0.0,0.0,13.0,27.0,9.78,0.9921875,1.0174866,2.1566162,0.0,5.490196,31.5,-10.587755,65.0,14.465377
1392401367846,1392401443085,-122.70796269,45.58347068,51.3,180.0,12.0,416.0,0.9880676,45.0,47.45098,63.137257,2635.75,-0.78125,0.0,-3.90625,13.0,73.0,44.6,0.85147095,0.8852844,1.2000732,7.8431373,11.764706,38.5,-3.9160185,73.0,14.524593
1392401367846,1392401444084,-122.70796213,45.58334496,50.399998,179.8,12.0,424.7,0.9876404,45.0,42.7451,42.35294,2256.5,-0.78125,0.0,-3.125,13.0,54.0,30.03,1.0004578,0.9949341,2.2019043,6.27451,8.627451,42.5,-6.671736,73.0,14.518314
1392401367846,1392401445084,-122.70796393,45.58321531,51.3,180.7,12.0,424.7,0.9880066,46.0,25.09804,36.07843,2264.5,-0.78125,0.0,-3.90625,13.0,45.0,18.25,0.9720764,0.9546509,2.0447998,5.882353,8.627451,46.5,-7.9770756,72.0,14.523697
1392401367846,1392401446085,-122.70796722,45.58309127,50.399998,181.1,12.0,432.2,0.98928833,46.0,20.784313,25.490196,2231.25,-0.78125,0.0,-10.9375,13.0,36.0,14.28,0.990448,0.95098877,2.1468506,3.9215686,6.666667,43.5,-9.282415,71.0,14.542538
1392401367846,1392401447084,-122.70796503,45.58295621,52.199997,180.0,12.0,434.9,0.98986816,47.0,17.647058,26.666666,2174.0,-0.78125,0.0,-11.71875,13.0,36.0,13.92,0.9949341,0.98269653,2.171753,0.78431374,6.666667,35.5,-9.282415,70.0,14.551062
1392401367846,1392401448084,-122.70796149,45.58283488,49.5,179.9,12.0,434.9,1.0,47.0,0.0,16.862745,2122.75,-3.125,0.0,0.0,13.0,24.0,8.5,1.0273438,1.1246338,2.3084717,1.9607843,4.3137255,25.5,-11.022868,65.0,14.7
1392401367846,1392401449084,-122.70796687,45.58271675,48.6,180.5,12.0,435.2,0.9899292,47.0,28.62745,42.7451,2035.0,-0.78125,0.0,3.90625,13.0,52.0,15.06,1.026123,1.0088806,2.3035889,6.666667,8.627451,38.0,-6.961811,69.0,14.55196
1392401367846,1392401450084,-122.70797707,45.58259889,48.6,181.4,12.0,435.2,0.9890137,47.0,42.7451,47.45098,2048.25,-0.78125,0.0,-7.03125,13.0,60.0,24.88,0.96591187,0.98349,2.01062,6.666667,10.196078,31.5,-5.80151,75.0,14.538501
1392401367846,1392401451085,-122.70798563,45.5824833,46.8,182.4,12.0,434.8,0.98864746,47.0,43.52941,52.156864,2087.75,-0.78125,0.0,-3.90625,13.0,64.0,26.22,0.9869995,0.98965454,2.1278076,7.0588236,10.980392,27.5,-5.2213583,77.0,14.533116
1392401367846,1392401452084,-122.70798879,45.58237049,45.0,182.4,12.0,434.8,0.9884033,48.0,41.960785,52.156864,2125.0,-0.78125,0.0,-1.5625,13.0,63.0,25.44,0.99490356,0.99490356,2.171753,7.0588236,10.980392,27.0,-5.366396,76.0,14.52953
1392401367846,1392401453084,-122.70798621,45.58224613,49.5,178.9,12.0,436.4,0.9880676,48.0,38.82353,52.156864,2177.5,-0.78125,0.0,0.0,13.0,63.0,25.82,0.9747009,0.9711914,2.0594482,6.666667,10.980392,27.0,-5.366396,76.0,14.524593
1392401367846,1392401454084,-122.70797767,45.58212111,49.5,178.8,12.0,439.4,0.98809814,48.0,35.294117,47.843136,2202.75,-0.78125,0.0,-1.5625,13.0,58.0,25.25,0.9966736,0.9650574,2.1815186,6.27451,8.627451,28.5,-6.091585,77.0,14.525042
1392401367846,1392401455085,-122.70796667,45.58199399,50.399998,178.2,12.0,439.4,0.98864746,48.0,26.27451,31.37255,2202.0,-0.78125,0.0,-7.03125,13.0,42.0,17.81,0.98876953,0.9975586,2.1375732,5.490196,7.8431373,36.0,-8.412189,75.0,14.533116
1392401367846,1392401456085,-122.70796946,45.58185994,52.199997,180.3,12.0,440.9,0.98916626,49.0,23.92157,29.411764,2169.5,-0.78125,0.0,-3.90625,13.0,40.0,16.51,1.0002441,1.0051575,2.2009277,5.098039,7.4509807,36.0,-8.702265,72.0,14.540745
1392401367846,1392401457085,-122.70796781,45.58172934,52.199997,180.3,12.0,440.9,0.9890747,49.0,25.490196,31.37255,2161.75,-0.78125,0.0,-2.34375,13.0,42.0,16.38,0.9984131,0.99313354,2.191162,5.490196,7.4509807,36.0,-8.412189,72.0,14.539398
1392401367846,1392401458084,-122.70796922,45.58159827,51.3,180.0,12.0,441.2,0.9894104,49.0,21.176472,26.27451,2126.5,-0.78125,0.0,-2.34375,13.0,38.0,12.96,0.96502686,0.95236206,2.0056152,3.9215686,6.666667,36.0,-8.99234,69.0,14.5443325
1392401367846,1392401459084,-122.70797166,45.58148457,46.8,180.1,12.0,441.2,0.99002075,50.0,16.470589,16.470589,2064.0,-0.78125,0.0,-7.03125,13.0,26.0,8.24,0.96850586,0.95162964,2.0251465,0.0,4.3137255,31.0,-10.732792,65.0,14.553305
1392401367846,1392401460084,-122.70797714,45.58135484,48.6,180.5,12.0,440.0,0.9988098,50.0,32.54902,16.470589,1994.5,-2.34375,0.0,0.0,13.0,27.0,13.32,1.0979309,1.0821228,2.5134277,2.3529413,4.3137255,37.5,-10.587755,72.0,14.682504
1392401367846,1392401461085,-122.70797784,45.58123395,47.699997,179.9,12.0,437.9,0.98934937,50.0,45.882355,42.35294,1980.0,-0.78125,0.0,-4.6875,14.0,56.0,22.41,0.95602417,0.9560852,1.9465332,6.27451,9.019608,30.5,-6.3816605,74.0,14.543435
1392401367846,1392401462085,-122.70798893,45.58112052,45.899998,181.4,12.0,437.9,0.98898315,50.0,49.019608,51.372547,2018.25,-0.78125,0.0,0.0,14.0,64.0,25.25,1.0065613,1.0088196,2.2260742,6.666667,10.588236,28.5,-5.2213583,75.0,14.538053
1392401367846,1392401463085,-122.70799985,45.58101386,44.1,183.2,12.0,437.4,0.98864746,51.0,47.058823,51.764706,2044.0,-0.78125,0.0,-1.5625,13.0,64.0,25.44,0.99575806,0.99224854,2.1763916,6.666667,10.588236,28.0,-5.2213583,75.0,14.533116
1392401367846,1392401464084,-122.70801886,45.58090312,45.0,185.2,12.0,437.4,0.988678,51.0,39.215687,43.92157,2076.75,-0.78125,0.0,-2.34375,13.0,57.0,24.14,0.9843445,0.97817993,2.113037,6.27451,9.411765,29.0,-6.236623,76.0,14.5335655
1392401367846,1392401465084,-122.70801339,45.58078165,45.899998,181.8,12.0,438.5,0.98880005,51.0,34.11765,40.784313,2097.0,-0.78125,0.0,-1.5625,13.0,55.0,20.9,0.99398804,0.97906494,2.166626,6.27451,9.411765,33.0,-6.526698,74.0,14.535361
1392401367846,1392401466084,-122.70801065,45.58066424,45.899998,179.8,12.0,439.8,0.98883057,51.0,36.07843,40.0,2096.5,-0.78125,0.0,-1.5625,13.0,52.0,21.21,0.9878235,0.99575806,2.1324463,6.27451,9.411765,33.5,-6.961811,75.0,14.5358095
1392401367846,1392401467085,-122.70799195,45.58053487,48.6,177.1,12.0,439.8,0.9888916,51.0,34.509804,41.17647,2099.75,-0.78125,0.0,-1.5625,13.0,52.0,20.26,0.98703,0.98431396,2.1280518,6.27451,9.019608,33.5,-6.961811,74.0,14.536706
1392401367846,1392401468084,-122.70798676,45.58040585,50.399998,178.3,12.0,441.0,0.9890137,52.0,30.588236,36.862743,2115.75,-0.78125,0.0,-3.125,13.0,47.0,18.1,0.9878235,0.986969,2.1324463,6.27451,8.235294,35.5,-7.687,73.0,14.538501
